#Parameters = {L=6; LDR=12; LR=12; Ltransport1=10.607733770972; Ltransport2=10.607733770972; a=20; ar=28.499; atransport1=22.782495950948; atransport2=26.47017292485; b=10; blendraduis=2.821301886583; br=12.624; btransport1=10.727352682803; btransport2=11.403084710629; d=5; dtransport1=6.5566911660216; dtransport2=9.4039177915434; psi=0.6; s=4; stransport1=4; stransport2=4; ta=16.248247942233; tb=10.676497873447; trh=1.7173139577041; wr=11.465380432449; wt=0.90803999452356}
#"Frequency / GHz"	"S1,1 [Magnitude]"
#------------------------------------
6.0180000000000	-18.429207143778
6.0200000000000	-18.716285346529
6.0220000000000	-19.009409287299
6.0240000000000	-19.308883165821
6.0260000000000	-19.615036830394
6.0280000000000	-19.928228670540
6.0300000000000	-20.248848931227
6.0320000000000	-20.577323524645
6.0340000000000	-20.914118431958
6.0360000000000	-21.259744808149
6.0380000000000	-21.614764929194
6.0400000000000	-21.979799154069
6.0420000000000	-22.355534116769
6.0440000000000	-22.742732418685
6.0460000000000	-23.142244163675
6.0480000000000	-23.555020772853
6.0500000000000	-23.982131642085
6.0520000000000	-24.424784374327
6.0540000000000	-24.884349548856
6.0560000000000	-25.362391305695
6.0580000000000	-25.860705464568
6.0600000000000	-26.381367521614
6.0620000000000	-26.926793764001
6.0640000000000	-27.499820054615
6.0660000000000	-28.103804795712
6.0680000000000	-28.742765561588
6.0700000000000	-29.421563541914
6.0720000000000	-30.146157392107
6.0740000000000	-30.923960401380
6.0760000000000	-31.764355945202
6.0780000000000	-32.679463653964
6.0800000000000	-33.685318557105
6.0820000000000	-34.803762948368
6.0840000000000	-36.065639905411
6.0860000000000	-37.516537159474
6.0880000000000	-39.227998259027
6.0900000000000	-41.321947674455
6.0920000000000	-44.032963413321
6.0940000000000	-47.911925209439
6.0960000000000	-54.911816172370
6.0980000000000	-67.870882224556
6.1000000000000	-51.877675292394
6.1020000000000	-46.629584048767
6.1040000000000	-43.427753104102
6.1060000000000	-41.129116696293
6.1080000000000	-39.342020615216
6.1100000000000	-37.884720543015
6.1120000000000	-36.657889456284
6.1140000000000	-35.601269550307
6.1160000000000	-34.675537907849
6.1180000000000	-33.853607776298
6.1200000000000	-33.116025623600
6.1220000000000	-32.448347715450
6.1240000000000	-31.839555085810
6.1260000000000	-31.281049668577
6.1280000000000	-30.765993267177
6.1300000000000	-30.288857799932
6.1320000000000	-29.845110635043
6.1340000000000	-29.430989071323
6.1360000000000	-29.043335276662
6.1380000000000	-28.679473220823
6.1400000000000	-28.337115400135
6.1420000000000	-28.014291097890
6.1440000000000	-27.709290476184
6.1460000000000	-27.420620483389
6.1480000000000	-27.146969701816
6.1500000000000	-26.887180044805
6.1520000000000	-26.640223761579
6.1540000000000	-26.405184598432
6.1560000000000	-26.181242246090
6.1580000000000	-25.967659408490
6.1600000000000	-25.763770979994
6.1620000000000	-25.568974931467
6.1640000000000	-25.382724591336
6.1660000000000	-25.204522072967
6.1680000000000	-25.033912649956
6.1700000000000	-24.870479919866
6.1720000000000	-24.713841627378
6.1740000000000	-24.563646041816
6.1760000000000	-24.419568803033
6.1780000000000	-24.281310164804
6.1800000000000	-24.148592577079
6.1820000000000	-24.021158558312
6.1840000000000	-23.898768817068
6.1860000000000	-23.781200588665
6.1880000000000	-23.668246157965
6.1900000000000	-23.559711543858
6.1920000000000	-23.455415324662
6.1940000000000	-23.355187586692
6.1960000000000	-23.258868980824
6.1980000000000	-23.166309874003
6.2000000000000	-23.077369584471
6.2020000000000	-22.991915690963
6.2040000000000	-22.909823407488
6.2060000000000	-22.830975016328
6.2080000000000	-22.755259352887
6.2100000000000	-22.682571336804
6.2120000000000	-22.612811544421
6.2140000000000	-22.545885818318
6.2160000000000	-22.481704910117
6.2180000000000	-22.420184153222
6.2200000000000	-22.361243162518
6.2220000000000	-22.304805558427
6.2240000000000	-22.250798712984
6.2260000000000	-22.199153515846
6.2280000000000	-22.149804158416
6.2300000000000	-22.102687934391
6.2320000000000	-22.057745055291
6.2340000000000	-22.014918479622
6.2360000000000	-21.974153754489
6.2380000000000	-21.935398868588
6.2400000000000	-21.898604115614
6.2420000000000	-21.863721967211
6.2440000000000	-21.830706954682
6.2460000000000	-21.799515558739
6.2480000000000	-21.770106106657
6.2500000000000	-21.742438676245
6.2520000000000	-21.716475006092
6.2540000000000	-21.692178411619
6.2560000000000	-21.669513706485
6.2580000000000	-21.648447128951
6.2600000000000	-21.628946272827
6.2620000000000	-21.610980022677
6.2640000000000	-21.594518492969
6.2660000000000	-21.579532970882
6.2680000000000	-21.565995862524
6.2700000000000	-21.553880642321
6.2720000000000	-21.543161805345
6.2740000000000	-21.533814822401
6.2760000000000	-21.525816097676
6.2780000000000	-21.519142928782
6.2800000000000	-21.513773469034
6.2820000000000	-21.509686691828
6.2840000000000	-21.506862356966
6.2860000000000	-21.505280978824
6.2880000000000	-21.504923796238
6.2900000000000	-21.505772743997
6.2920000000000	-21.507810425861
6.2940000000000	-21.511020088989
6.2960000000000	-21.515385599715
6.2980000000000	-21.520891420580
6.3000000000000	-21.527522588545
6.3020000000000	-21.535264694328
6.3040000000000	-21.544103862786
6.3060000000000	-21.554026734303
6.3080000000000	-21.565020447100
6.3100000000000	-21.577072620449
6.3120000000000	-21.590171338717
6.3140000000000	-21.604305136202
6.3160000000000	-21.619462982726
6.3180000000000	-21.635634269943
6.3200000000000	-21.652808798312
6.3220000000000	-21.670976764727
6.3240000000000	-21.690128750742
6.3260000000000	-21.710255711382
6.3280000000000	-21.731348964512
6.3300000000000	-21.753400180714
6.3320000000000	-21.776401373681
6.3340000000000	-21.800344891076
6.3360000000000	-21.825223405855
6.3380000000000	-21.851029908016
6.3400000000000	-21.877757696769
6.3420000000000	-21.905400373105
6.3440000000000	-21.933951832740
6.3460000000000	-21.963406259428
6.3480000000000	-21.993758118625
6.3500000000000	-22.025002151485
6.3520000000000	-22.057133369186
6.3540000000000	-22.090147047559
6.3560000000000	-22.124038722025
6.3580000000000	-22.158804182816
6.3600000000000	-22.194439470479
6.3620000000000	-22.230940871645
6.3640000000000	-22.268304915065
6.3660000000000	-22.306528367898
6.3680000000000	-22.345608232241
6.3700000000000	-22.385541741903
6.3720000000000	-22.426326359411
6.3740000000000	-22.467959773239
6.3760000000000	-22.510439895262
6.3780000000000	-22.553764858427
6.3800000000000	-22.597933014631
6.3820000000000	-22.642942932812
6.3840000000000	-22.688793397242
6.3860000000000	-22.735483406021
6.3880000000000	-22.783012169766
6.3900000000000	-22.831379110502
6.3920000000000	-22.880583860742
6.3940000000000	-22.930626262756
6.3960000000000	-22.981506368037
6.3980000000000	-23.033224436952
6.4000000000000	-23.085780938579
6.4020000000000	-23.139176550737
6.4040000000000	-23.193412160205
6.4060000000000	-23.248488863122
6.4080000000000	-23.304407965584
6.4100000000000	-23.361170984429
6.4120000000000	-23.418779648209
6.4140000000000	-23.477235898367
6.4160000000000	-23.536541890596
6.4180000000000	-23.596699996407
6.4200000000000	-23.657712804892
6.4220000000000	-23.719583124698
6.4240000000000	-23.782313986198
6.4260000000000	-23.845908643890
6.4280000000000	-23.910370578999
6.4300000000000	-23.975703502312
6.4320000000000	-24.041911357230
6.4340000000000	-24.108998323066
6.4360000000000	-24.176968818570
6.4380000000000	-24.245827505715
6.4400000000000	-24.315579293723
6.4420000000000	-24.386229343367
6.4440000000000	-24.457783071539
6.4460000000000	-24.530246156093
6.4480000000000	-24.603624540995
6.4500000000000	-24.677924441755
6.4520000000000	-24.753152351191
6.4540000000000	-24.829315045507
6.4560000000000	-24.906419590711
6.4580000000000	-24.984473349392
6.4600000000000	-25.063483987861
6.4620000000000	-25.143459483674
6.4640000000000	-25.224408133562
6.4660000000000	-25.306338561772
6.4680000000000	-25.389259728857
6.4700000000000	-25.473180940915
6.4720000000000	-25.558111859318
6.4740000000000	-25.644062510942
6.4760000000000	-25.731043298927
6.4780000000000	-25.819065013999
6.4800000000000	-25.908138846369
6.4820000000000	-25.998276398258
6.4840000000000	-26.089489697067
6.4860000000000	-26.181791209232
6.4880000000000	-26.275193854797
6.4900000000000	-26.369711022758
6.4920000000000	-26.465356587199
6.4940000000000	-26.562144924293
6.4960000000000	-26.660090930188
6.4980000000000	-26.759210039853
6.5000000000000	-26.859518246935
6.5020000000000	-26.961032124676
6.5040000000000	-27.063768847973
6.5060000000000	-27.167746216637
6.5080000000000	-27.272982679930
6.5100000000000	-27.379497362464
6.5120000000000	-27.487310091549
6.5140000000000	-27.596441426071
6.5160000000000	-27.706912687026
6.5180000000000	-27.818745989786
6.5200000000000	-27.931964278249
6.5220000000000	-28.046591360970
6.5240000000000	-28.162651949430
