"l_a []","l_b []","l_c []","wphi [deg]","wtheta [rad]","Freq [GHz]","dB(S(1,1)) []"
-0.497,0.8678,1.48911394,135,-0.0037,95.825,-29.5646464802121
-0.497,0.8678,1.48911394,135,-0.0037,95.84,-28.5958873111259
-0.497,0.8678,1.48911394,135,-0.0037,95.855,-27.7206890035985
-0.497,0.8678,1.48911394,135,-0.0037,95.87,-26.9559322044563
-0.497,0.8678,1.48911394,135,-0.0037,95.885,-26.3005539204971
-0.497,0.8678,1.48911394,135,-0.0037,95.9,-25.7443819140261
-0.497,0.8678,1.48911394,135,-0.0037,95.915,-25.273718126384
-0.497,0.8678,1.48911394,135,-0.0037,95.93,-24.8744769529493
-0.497,0.8678,1.48911394,135,-0.0037,95.945,-24.53373511461
-0.497,0.8678,1.48911394,135,-0.0037,95.96,-24.2403400653252
-0.497,0.8678,1.48911394,135,-0.0037,95.975,-23.9850083553794
-0.497,0.8678,1.48911394,135,-0.0037,95.99,-23.7601788929249
-0.497,0.8678,1.48911394,135,-0.0037,96.005,-23.5597718265653
-0.497,0.8678,1.48911394,135,-0.0037,96.02,-23.378931730032
-0.497,0.8678,1.48911394,135,-0.0037,96.035,-23.2137915534484
-0.497,0.8678,1.48911394,135,-0.0037,96.05,-23.0612707925192
-0.497,0.8678,1.48911394,135,-0.0037,96.065,-22.9189097816067
-0.497,0.8678,1.48911394,135,-0.0037,96.08,-22.7847368816267
-0.497,0.8678,1.48911394,135,-0.0037,96.095,-22.6571635529036
-0.497,0.8678,1.48911394,135,-0.0037,96.11,-22.5349021423184
-0.497,0.8678,1.48911394,135,-0.0037,96.125,-22.4169017431148
-0.497,0.8678,1.48911394,135,-0.0037,96.14,-22.3022982349268
-0.497,0.8678,1.48911394,135,-0.0037,96.155,-22.1903753619581
-0.497,0.8678,1.48911394,135,-0.0037,96.17,-22.0805343698287
-0.497,0.8678,1.48911394,135,-0.0037,96.185,-21.9722702711714
-0.497,0.8678,1.48911394,135,-0.0037,96.2,-21.8651532500961
-0.497,0.8678,1.48911394,135,-0.0037,96.215,-21.7588140606796
-0.497,0.8678,1.48911394,135,-0.0037,96.23,-21.6529325418295
-0.497,0.8678,1.48911394,135,-0.0037,96.245,-21.5472285763183
-0.497,0.8678,1.48911394,135,-0.0037,96.26,-21.441454979195
-0.497,0.8678,1.48911394,135,-0.0037,96.275,-21.3353919212771
-0.497,0.8678,1.48911394,135,-0.0037,96.29,-21.2288425857399
-0.497,0.8678,1.48911394,135,-0.0037,96.305,-21.1216298267025
-0.497,0.8678,1.48911394,135,-0.0037,96.32,-21.0135936533029
-0.497,0.8678,1.48911394,135,-0.0037,96.335,-20.904589404963
-0.497,0.8678,1.48911394,135,-0.0037,96.35,-20.7944865162765
-0.497,0.8678,1.48911394,135,-0.0037,96.365,-20.6831677954228
-0.497,0.8678,1.48911394,135,-0.0037,96.38,-20.5705291598029
-0.497,0.8678,1.48911394,135,-0.0037,96.395,-20.4564797879196
-0.497,0.8678,1.48911394,135,-0.0037,96.41,-20.3409426581999
-0.497,0.8678,1.48911394,135,-0.0037,96.425,-20.2238554540614
-0.497,0.8678,1.48911394,135,-0.0037,96.44,-20.1051718204054
-0.497,0.8678,1.48911394,135,-0.0037,96.455,-19.9848629600481
-0.497,0.8678,1.48911394,135,-0.0037,96.47,-19.8629195593767
-0.497,0.8678,1.48911394,135,-0.0037,96.485,-19.7393540306563
-0.497,0.8678,1.48911394,135,-0.0037,96.5,-19.6142030536494
-0.497,0.8678,1.48911394,135,-0.0037,96.515,-19.4875303912597
-0.497,0.8678,1.48911394,135,-0.0037,96.53,-19.3594299423923
-0.497,0.8678,1.48911394,135,-0.0037,96.545,-19.2300289797555
-0.497,0.8678,1.48911394,135,-0.0037,96.56,-19.0994915005777
-0.497,0.8678,1.48911394,135,-0.0037,96.575,-18.9680215940064
-0.497,0.8678,1.48911394,135,-0.0037,96.59,-18.8358667003253
-0.497,0.8678,1.48911394,135,-0.0037,96.605,-18.7033206045859
-0.497,0.8678,1.48911394,135,-0.0037,96.62,-18.5707259718313
-0.497,0.8678,1.48911394,135,-0.0037,96.635,-18.4384761946831
-0.497,0.8678,1.48911394,135,-0.0037,96.65,-18.3070162895009
-0.497,0.8678,1.48911394,135,-0.0037,96.665,-18.1768425486541
-0.497,0.8678,1.48911394,135,-0.0037,96.68,-18.0485006388606
-0.497,0.8678,1.48911394,135,-0.0037,96.695,-17.9225818353923
-0.497,0.8678,1.48911394,135,-0.0037,96.71,-17.7997171061838
-0.497,0.8678,1.48911394,135,-0.0037,96.725,-17.6805688154315
-0.497,0.8678,1.48911394,135,-0.0037,96.74,-17.5658199087547
-0.497,0.8678,1.48911394,135,-0.0037,96.755,-17.4561605742668
-0.497,0.8678,1.48911394,135,-0.0037,96.77,-17.352272544244
-0.497,0.8678,1.48911394,135,-0.0037,96.785,-17.2548114026439
-0.497,0.8678,1.48911394,135,-0.0037,96.8,-17.1643874794641
-0.497,0.8678,1.48911394,135,-0.0037,96.815,-17.0815461218138
-0.497,0.8678,1.48911394,135,-0.0037,96.83,-17.0067483062975
-0.497,0.8678,1.48911394,135,-0.0037,96.845,-16.9403526689186
-0.497,0.8678,1.48911394,135,-0.0037,96.86,-16.8826000516153
-0.497,0.8678,1.48911394,135,-0.0037,96.875,-16.8336015821861
-0.497,0.8678,1.48911394,135,-0.0037,96.89,-16.793331114073
-0.497,0.8678,1.48911394,135,-0.0037,96.905,-16.7616225680975
-0.497,0.8678,1.48911394,135,-0.0037,96.92,-16.7381723693707
-0.497,0.8678,1.48911394,135,-0.0037,96.935,-16.7225468002485
-0.497,0.8678,1.48911394,135,-0.0037,96.95,-16.7141937396706
-0.497,0.8678,1.48911394,135,-0.0037,96.965,-16.7124579718676
-0.497,0.8678,1.48911394,135,-0.0037,96.98,-16.7165990534791
-0.497,0.8678,1.48911394,135,-0.0037,96.995,-16.725810642141
-0.497,0.8678,1.48911394,135,-0.0037,97.01,-16.7392402095862
-0.497,0.8678,1.48911394,135,-0.0037,97.025,-16.7560081721642
-0.497,0.8678,1.48911394,135,-0.0037,97.04,-16.7752256460468
-0.497,0.8678,1.48911394,135,-0.0037,97.055,-16.79601024423
-0.497,0.8678,1.48911394,135,-0.0037,97.07,-16.8174995502198
-0.497,0.8678,1.48911394,135,-0.0037,97.085,-16.8388621065828
-0.497,0.8678,1.48911394,135,-0.0037,97.1,-16.8593059299115
-0.497,0.8678,1.48911394,135,-0.0037,97.115,-16.8780846989789
-0.497,0.8678,1.48911394,135,-0.0037,97.13,-16.8945018579217
-0.497,0.8678,1.48911394,135,-0.0037,97.145,-16.9079129338572
-0.497,0.8678,1.48911394,135,-0.0037,97.16,-16.9177263939052
-0.497,0.8678,1.48911394,135,-0.0037,97.175,-16.9234033670344
-0.497,0.8678,1.48911394,135,-0.0037,97.19,-16.9244565384515
-0.497,0.8678,1.48911394,135,-0.0037,97.205,-16.9204484947505
-0.497,0.8678,1.48911394,135,-0.0037,97.22,-16.9109897620036
-0.497,0.8678,1.48911394,135,-0.0037,97.235,-16.8957367404334
-0.497,0.8678,1.48911394,135,-0.0037,97.25,-16.8743897011635
-0.497,0.8678,1.48911394,135,-0.0037,97.265,-16.8466909746375
-0.497,0.8678,1.48911394,135,-0.0037,97.28,-16.8124234277043
-0.497,0.8678,1.48911394,135,-0.0037,97.295,-16.7714092975136
-0.497,0.8678,1.48911394,135,-0.0037,97.31,-16.7235094252851
-0.497,0.8678,1.48911394,135,-0.0037,97.325,-16.6686229114378
-0.497,0.8678,1.48911394,135,-0.0037,97.34,-16.6066871950836
-0.497,0.8678,1.48911394,135,-0.0037,97.355,-16.537678544999
-0.497,0.8678,1.48911394,135,-0.0037,97.37,-16.4616129353783
-0.497,0.8678,1.48911394,135,-0.0037,97.385,-16.3785472674193
-0.497,0.8678,1.48911394,135,-0.0037,97.4,-16.2885808866419
-0.497,0.8678,1.48911394,135,-0.0037,97.415,-16.1918573353269
-0.497,0.8678,1.48911394,135,-0.0037,97.43,-16.0885662692258
-0.497,0.8678,1.48911394,135,-0.0037,97.445,-15.9789454573727
-0.497,0.8678,1.48911394,135,-0.0037,97.46,-15.8632827731882
-0.497,0.8678,1.48911394,135,-0.0037,97.475,-15.7419180739294
-0.497,0.8678,1.48911394,135,-0.0037,97.49,-15.6152448538732
-0.497,0.8678,1.48911394,135,-0.0037,97.505,-15.4837115446019
-0.497,0.8678,1.48911394,135,-0.0037,97.52,-15.3478223237775
-0.497,0.8678,1.48911394,135,-0.0037,97.535,-15.2081372825859
-0.497,0.8678,1.48911394,135,-0.0037,97.55,-15.0652717927286
-0.497,0.8678,1.48911394,135,-0.0037,97.565,-14.9198949079928
-0.497,0.8678,1.48911394,135,-0.0037,97.58,-14.7727266350787
-0.497,0.8678,1.48911394,135,-0.0037,97.595,-14.6245339159242
-0.497,0.8678,1.48911394,135,-0.0037,97.61,-14.4761251819322
-0.497,0.8678,1.48911394,135,-0.0037,97.625,-14.3283433719836
-0.497,0.8678,1.48911394,135,-0.0037,97.64,-14.1820573531759
-0.497,0.8678,1.48911394,135,-0.0037,97.655,-14.0381517472605
-0.497,0.8678,1.48911394,135,-0.0037,97.67,-13.89751524659
-0.497,0.8678,1.48911394,135,-0.0037,97.685,-13.7610275987703
-0.497,0.8678,1.48911394,135,-0.0037,97.7,-13.6295455442631
-0.497,0.8678,1.48911394,135,-0.0037,97.715,-13.5038880982748
-0.497,0.8678,1.48911394,135,-0.0037,97.73,-13.3848216673001
-0.497,0.8678,1.48911394,135,-0.0037,97.745,-13.2730455699173
-0.497,0.8678,1.48911394,135,-0.0037,97.76,-13.1691785789318
-0.497,0.8678,1.48911394,135,-0.0037,97.775,-13.0737471074433
-0.497,0.8678,1.48911394,135,-0.0037,97.79,-12.987175618257
-0.497,0.8678,1.48911394,135,-0.0037,97.805,-12.9097797429647
-0.497,0.8678,1.48911394,135,-0.0037,97.82,-12.8417624590653
-0.497,0.8678,1.48911394,135,-0.0037,97.835,-12.7832135019392
-0.497,0.8678,1.48911394,135,-0.0037,97.85,-12.734111999572
-0.497,0.8678,1.48911394,135,-0.0037,97.865,-12.6943321305297
-0.497,0.8678,1.48911394,135,-0.0037,97.88,-12.6636514384759
-0.497,0.8678,1.48911394,135,-0.0037,97.895,-12.6417613051616
-0.497,0.8678,1.48911394,135,-0.0037,97.91,-12.6282789987341
-0.497,0.8678,1.48911394,135,-0.0037,97.925,-12.6227606795127
-0.497,0.8678,1.48911394,135,-0.0037,97.94,-12.624714758874
-0.497,0.8678,1.48911394,135,-0.0037,97.955,-12.6336150612244
-0.497,0.8678,1.48911394,135,-0.0037,97.97,-12.6489133234201
-0.497,0.8678,1.48911394,135,-0.0037,97.985,-12.6700506682594
-0.497,0.8678,1.48911394,135,-0.0037,98,-12.6964677970536
-0.497,0.8678,1.48911394,157.5,-0.0037,92,-13.3963821979017
-0.497,0.8678,1.48911394,157.5,-0.0037,92.015,-13.3795135325697
-0.497,0.8678,1.48911394,157.5,-0.0037,92.03,-13.3641695953401
-0.497,0.8678,1.48911394,157.5,-0.0037,92.045,-13.3505197822266
-0.497,0.8678,1.48911394,157.5,-0.0037,92.06,-13.338733017745
-0.497,0.8678,1.48911394,157.5,-0.0037,92.075,-13.3289754846061
-0.497,0.8678,1.48911394,157.5,-0.0037,92.09,-13.3214082848402
-0.497,0.8678,1.48911394,157.5,-0.0037,92.105,-13.3161851050923
-0.497,0.8678,1.48911394,157.5,-0.0037,92.12,-13.3134499643028
-0.497,0.8678,1.48911394,157.5,-0.0037,92.135,-13.3133351234138
-0.497,0.8678,1.48911394,157.5,-0.0037,92.15,-13.3159592336727
-0.497,0.8678,1.48911394,157.5,-0.0037,92.165,-13.3214257924443
-0.497,0.8678,1.48911394,157.5,-0.0037,92.18,-13.3298219635077
-0.497,0.8678,1.48911394,157.5,-0.0037,92.195,-13.3412178032903
-0.497,0.8678,1.48911394,157.5,-0.0037,92.21,-13.3556659164136
-0.497,0.8678,1.48911394,157.5,-0.0037,92.225,-13.3732015445641
-0.497,0.8678,1.48911394,157.5,-0.0037,92.24,-13.3938430734202
-0.497,0.8678,1.48911394,157.5,-0.0037,92.255,-13.4175929245024
-0.497,0.8678,1.48911394,157.5,-0.0037,92.27,-13.4444387835379
-0.497,0.8678,1.48911394,157.5,-0.0037,92.285,-13.4743551051045
-0.497,0.8678,1.48911394,157.5,-0.0037,92.3,-13.5073048255129
-0.497,0.8678,1.48911394,157.5,-0.0037,92.315,-13.5432412122222
-0.497,0.8678,1.48911394,157.5,-0.0037,92.33,-13.5821097784174
-0.497,0.8678,1.48911394,157.5,-0.0037,92.345,-13.6238501952043
-0.497,0.8678,1.48911394,157.5,-0.0037,92.36,-13.668398140528
-0.497,0.8678,1.48911394,157.5,-0.0037,92.375,-13.7156870325892
-0.497,0.8678,1.48911394,157.5,-0.0037,92.39,-13.765649605394
-0.497,0.8678,1.48911394,157.5,-0.0037,92.405,-13.8182192943506
-0.497,0.8678,1.48911394,157.5,-0.0037,92.42,-13.8733314098538
-0.497,0.8678,1.48911394,157.5,-0.0037,92.435,-13.9309240860389
-0.497,0.8678,1.48911394,157.5,-0.0037,92.45,-13.9909389999883
-0.497,0.8678,1.48911394,157.5,-0.0037,92.465,-14.0533218634002
-0.497,0.8678,1.48911394,157.5,-0.0037,92.48,-14.1180226940094
-0.497,0.8678,1.48911394,157.5,-0.0037,92.495,-14.1849958779126
-0.497,0.8678,1.48911394,157.5,-0.0037,92.51,-14.254200036507
-0.497,0.8678,1.48911394,157.5,-0.0037,92.525,-14.3255977131812
-0.497,0.8678,1.48911394,157.5,-0.0037,92.54,-14.3991548953871
-0.497,0.8678,1.48911394,157.5,-0.0037,92.555,-14.4748403875135
-0.497,0.8678,1.48911394,157.5,-0.0037,92.57,-14.5526250492605
-0.497,0.8678,1.48911394,157.5,-0.0037,92.585,-14.6324809132027
-0.497,0.8678,1.48911394,157.5,-0.0037,92.6,-14.7143801940934
-0.497,0.8678,1.48911394,157.5,-0.0037,92.615,-14.7982942013666
-0.497,0.8678,1.48911394,157.5,-0.0037,92.63,-14.8841921653735
-0.497,0.8678,1.48911394,157.5,-0.0037,92.645,-14.9720399872614
-0.497,0.8678,1.48911394,157.5,-0.0037,92.66,-15.0617989221567
-0.497,0.8678,1.48911394,157.5,-0.0037,92.675,-15.1534242055374
-0.497,0.8678,1.48911394,157.5,-0.0037,92.69,-15.2468636334306
-0.497,0.8678,1.48911394,157.5,-0.0037,92.705,-15.3420561084092
-0.497,0.8678,1.48911394,157.5,-0.0037,92.72,-15.4389301653125
-0.497,0.8678,1.48911394,157.5,-0.0037,92.735,-15.5374024932161
-0.497,0.8678,1.48911394,157.5,-0.0037,92.75,-15.6373764734196
-0.497,0.8678,1.48911394,157.5,-0.0037,92.765,-15.7387407570866
-0.497,0.8678,1.48911394,157.5,-0.0037,92.78,-15.8413679106218
-0.497,0.8678,1.48911394,157.5,-0.0037,92.795,-15.9451131617813
-0.497,0.8678,1.48911394,157.5,-0.0037,92.81,-16.0498132847862
-0.497,0.8678,1.48911394,157.5,-0.0037,92.825,-16.1552856680918
-0.497,0.8678,1.48911394,157.5,-0.0037,92.84,-16.2613276137166
-0.497,0.8678,1.48911394,157.5,-0.0037,92.855,-16.3677159217706
-0.497,0.8678,1.48911394,157.5,-0.0037,92.87,-16.4742068176068
-0.497,0.8678,1.48911394,157.5,-0.0037,92.885,-16.5805362813154
-0.497,0.8678,1.48911394,157.5,-0.0037,92.9,-16.6864208394783
-0.497,0.8678,1.48911394,157.5,-0.0037,92.915,-16.7915588765584
-0.497,0.8678,1.48911394,157.5,-0.0037,92.93,-16.8956325173396
-0.497,0.8678,1.48911394,157.5,-0.0037,92.945,-16.9983101218698
-0.497,0.8678,1.48911394,157.5,-0.0037,92.96,-17.0992494199
-0.497,0.8678,1.48911394,157.5,-0.0037,92.975,-17.1981012926337
-0.497,0.8678,1.48911394,157.5,-0.0037,92.99,-17.2945141857648
-0.497,0.8678,1.48911394,157.5,-0.0037,93.005,-17.3881391098131
-0.497,0.8678,1.48911394,157.5,-0.0037,93.02,-17.4786351526702
-0.497,0.8678,1.48911394,157.5,-0.0037,93.035,-17.5656753966051
-0.497,0.8678,1.48911394,157.5,-0.0037,93.05,-17.6489530997999
-0.497,0.8678,1.48911394,157.5,-0.0037,93.065,-17.7281879732965
-0.497,0.8678,1.48911394,157.5,-0.0037,93.08,-17.803132360709
-0.497,0.8678,1.48911394,157.5,-0.0037,93.095,-17.8735771129028
-0.497,0.8678,1.48911394,157.5,-0.0037,93.11,-17.9393569453335
-0.497,0.8678,1.48911394,157.5,-0.0037,93.125,-18.0003550735421
-0.497,0.8678,1.48911394,157.5,-0.0037,93.14,-18.056506943033
-0.497,0.8678,1.48911394,157.5,-0.0037,93.155,-18.1078029029065
-0.497,0.8678,1.48911394,157.5,-0.0037,93.17,-18.1542897163803
-0.497,0.8678,1.48911394,157.5,-0.0037,93.185,-18.1960708528332
-0.497,0.8678,1.48911394,157.5,-0.0037,93.2,-18.2333055614578
-0.497,0.8678,1.48911394,157.5,-0.0037,93.215,-18.2662067818293
-0.497,0.8678,1.48911394,157.5,-0.0037,93.23,-18.29503799751
-0.497,0.8678,1.48911394,157.5,-0.0037,93.245,-18.320109181539
-0.497,0.8678,1.48911394,157.5,-0.0037,93.26,-18.3417720145525
-0.497,0.8678,1.48911394,157.5,-0.0037,93.275,-18.360414575713
-0.497,0.8678,1.48911394,157.5,-0.0037,93.29,-18.3764557132238
-0.497,0.8678,1.48911394,157.5,-0.0037,93.305,-18.3903392957508
-0.497,0.8678,1.48911394,157.5,-0.0037,93.32,-18.4025285302797
-0.497,0.8678,1.48911394,157.5,-0.0037,93.335,-18.4135005081735
-0.497,0.8678,1.48911394,157.5,-0.0037,93.35,-18.423741112126
-0.497,0.8678,1.48911394,157.5,-0.0037,93.365,-18.4337403849926
-0.497,0.8678,1.48911394,157.5,-0.0037,93.38,-18.443988429544
-0.497,0.8678,1.48911394,157.5,-0.0037,93.395,-18.4549718779845
-0.497,0.8678,1.48911394,157.5,-0.0037,93.41,-18.4671709431002
-0.497,0.8678,1.48911394,157.5,-0.0037,93.425,-18.4810570400437
-0.497,0.8678,1.48911394,157.5,-0.0037,93.44,-18.4970909494989
-0.497,0.8678,1.48911394,157.5,-0.0037,93.455,-18.5157214793008
-0.497,0.8678,1.48911394,157.5,-0.0037,93.47,-18.5373845722548
-0.497,0.8678,1.48911394,157.5,-0.0037,93.485,-18.5625028024078
-0.497,0.8678,1.48911394,157.5,-0.0037,93.5,-18.5914851997721
-0.497,0.8678,1.48911394,157.5,-0.0037,93.515,-18.624727343838
-0.497,0.8678,1.48911394,157.5,-0.0037,93.53,-18.6626116685047
-0.497,0.8678,1.48911394,157.5,-0.0037,93.545,-18.7055079247266
-0.497,0.8678,1.48911394,157.5,-0.0037,93.56,-18.7537737517047
-0.497,0.8678,1.48911394,157.5,-0.0037,93.575,-18.8077553124326
-0.497,0.8678,1.48911394,157.5,-0.0037,93.59,-18.8677879544793
-0.497,0.8678,1.48911394,157.5,-0.0037,93.605,-18.9341968618053
-0.497,0.8678,1.48911394,157.5,-0.0037,93.62,-19.0072976679443
-0.497,0.8678,1.48911394,157.5,-0.0037,93.635,-19.0873970049039
-0.497,0.8678,1.48911394,157.5,-0.0037,93.65,-19.1747929655147
-0.497,0.8678,1.48911394,157.5,-0.0037,93.665,-19.2697754596119
-0.497,0.8678,1.48911394,157.5,-0.0037,93.68,-19.372626446278
-0.497,0.8678,1.48911394,157.5,-0.0037,93.695,-19.4836200253419
-0.497,0.8678,1.48911394,157.5,-0.0037,93.71,-19.6030223713269
-0.497,0.8678,1.48911394,157.5,-0.0037,93.725,-19.7310914919853
-0.497,0.8678,1.48911394,157.5,-0.0037,93.74,-19.8680767913092
-0.497,0.8678,1.48911394,157.5,-0.0037,93.755,-20.0142184133401
-0.497,0.8678,1.48911394,157.5,-0.0037,93.77,-20.169746338023
-0.497,0.8678,1.48911394,157.5,-0.0037,93.785,-20.3348791935476
-0.497,0.8678,1.48911394,157.5,-0.0037,93.8,-20.5098227408541
-0.497,0.8678,1.48911394,157.5,-0.0037,93.815,-20.694767974947
-0.497,0.8678,1.48911394,157.5,-0.0037,93.83,-20.8898887740688
-0.497,0.8678,1.48911394,157.5,-0.0037,93.845,-21.095339011286
-0.497,0.8678,1.48911394,157.5,-0.0037,93.86,-21.3112490233492
-0.497,0.8678,1.48911394,157.5,-0.0037,93.875,-21.5377213085266
-0.497,0.8678,1.48911394,157.5,-0.0037,93.89,-21.7748252984149
-0.497,0.8678,1.48911394,157.5,-0.0037,93.905,-22.0225910186245
-0.497,0.8678,1.48911394,157.5,-0.0037,93.92,-22.2810014203872
-0.497,0.8678,1.48911394,157.5,-0.0037,93.935,-22.5499831309301
-0.497,0.8678,1.48911394,157.5,-0.0037,93.95,-22.8293953375147
-0.497,0.8678,1.48911394,157.5,-0.0037,93.965,-23.1190164927946
-0.497,0.8678,1.48911394,157.5,-0.0037,93.98,-23.4185285147528
-0.497,0.8678,1.48911394,157.5,-0.0037,93.995,-23.7274981639285
-0.497,0.8678,1.48911394,157.5,-0.0037,94.01,-24.0453553301927
-0.497,0.8678,1.48911394,157.5,-0.0037,94.025,-24.3713680740109
-0.497,0.8678,1.48911394,157.5,-0.0037,94.04,-24.7046144741925
-0.497,0.8678,1.48911394,157.5,-0.0037,94.055,-25.0439516754019
-0.497,0.8678,1.48911394,157.5,-0.0037,94.07,-25.3879830508735
-0.497,0.8678,1.48911394,157.5,-0.0037,94.085,-25.7350251461439
-0.497,0.8678,1.48911394,157.5,-0.0037,94.1,-26.0830770823797
-0.497,0.8678,1.48911394,157.5,-0.0037,94.115,-26.4297963693475
-0.497,0.8678,1.48911394,157.5,-0.0037,94.13,-26.7724865281953
-0.497,0.8678,1.48911394,157.5,-0.0037,94.145,-27.1081033468145
-0.497,0.8678,1.48911394,157.5,-0.0037,94.16,-27.4332876042745
-0.497,0.8678,1.48911394,157.5,-0.0037,94.175,-27.7444321308147
-0.497,0.8678,1.48911394,157.5,-0.0037,94.19,-28.0377894081066
-0.497,0.8678,1.48911394,157.5,-0.0037,94.205,-28.309621913922
-0.497,0.8678,1.48911394,157.5,-0.0037,94.22,-28.5563908384118
-0.497,0.8678,1.48911394,157.5,-0.0037,94.235,-28.7749702466253
-0.497,0.8678,1.48911394,157.5,-0.0037,94.25,-28.9628649631791
-0.497,0.8678,1.48911394,157.5,-0.0037,94.265,-29.118404107814
-0.497,0.8678,1.48911394,157.5,-0.0037,94.28,-29.2408811581269
-0.497,0.8678,1.48911394,157.5,-0.0037,94.295,-29.3306173332761
-0.497,0.8678,1.48911394,157.5,-0.0037,94.31,-29.388937335652
-0.497,0.8678,1.48911394,157.5,-0.0037,94.325,-29.4180619165041
-0.497,0.8678,1.48911394,157.5,-0.0037,94.34,-29.4209358508107
-0.497,0.8678,1.48911394,157.5,-0.0037,94.355,-29.4010187850959
-0.497,0.8678,1.48911394,157.5,-0.0037,94.37,-29.3620682833084
-0.497,0.8678,1.48911394,157.5,-0.0037,94.385,-29.3079400170923
-0.497,0.8678,1.48911394,157.5,-0.0037,94.4,-29.2424219388806
-0.497,0.8678,1.48911394,157.5,-0.0037,94.415,-29.1691103388552
-0.497,0.8678,1.48911394,157.5,-0.0037,94.43,-29.0913281231549
-0.497,0.8678,1.48911394,157.5,-0.0037,94.445,-29.0120805312259
-0.497,0.8678,1.48911394,157.5,-0.0037,94.46,-28.9340409074402
-0.497,0.8678,1.48911394,157.5,-0.0037,94.475,-28.8595585348815
-0.497,0.8678,1.48911394,157.5,-0.0037,94.49,-28.7906812127947
-0.497,0.8678,1.48911394,157.5,-0.0037,94.505,-28.7291865674602
-0.497,0.8678,1.48911394,157.5,-0.0037,94.52,-28.6766175635692
-0.497,0.8678,1.48911394,157.5,-0.0037,94.535,-28.6343190532385
-0.497,0.8678,1.48911394,157.5,-0.0037,94.55,-28.6034733349326
-0.497,0.8678,1.48911394,157.5,-0.0037,94.565,-28.5851335639705
-0.497,0.8678,1.48911394,157.5,-0.0037,94.58,-28.5802544819608
-0.497,0.8678,1.48911394,157.5,-0.0037,94.595,-28.5897203587075
-0.497,0.8678,1.48911394,157.5,-0.0037,94.61,-28.6143703153452
-0.497,0.8678,1.48911394,157.5,-0.0037,94.625,-28.6550213654048
-0.497,0.8678,1.48911394,157.5,-0.0037,94.64,-28.712489606692
-0.497,0.8678,1.48911394,157.5,-0.0037,94.655,-28.787610048346
-0.497,0.8678,1.48911394,157.5,-0.0037,94.67,-28.881255583808
-0.497,0.8678,1.48911394,157.5,-0.0037,94.685,-28.9943556352702
-0.497,0.8678,1.48911394,157.5,-0.0037,94.7,-29.1279150073214
-0.497,0.8678,1.48911394,157.5,-0.0037,94.715,-29.2830335019382
-0.497,0.8678,1.48911394,157.5,-0.0037,94.73,-29.4609268649551
-0.497,0.8678,1.48911394,157.5,-0.0037,94.745,-29.6629496525774
-0.497,0.8678,1.48911394,157.5,-0.0037,94.76,-29.8906206155898
-0.497,0.8678,1.48911394,157.5,-0.0037,94.775,-30.1456511775569
-0.497,0.8678,1.48911394,157.5,-0.0037,94.79,-30.4299774896776
-0.497,0.8678,1.48911394,157.5,-0.0037,94.805,-30.7457962985991
-0.497,0.8678,1.48911394,157.5,-0.0037,94.82,-31.0956043109098
-0.497,0.8678,1.48911394,157.5,-0.0037,94.835,-31.4822395859369
-0.497,0.8678,1.48911394,157.5,-0.0037,94.85,-31.9089211734943
-0.497,0.8678,1.48911394,157.5,-0.0037,94.865,-32.3792786441287
-0.497,0.8678,1.48911394,157.5,-0.0037,94.88,-32.8973542043568
-0.497,0.8678,1.48911394,157.5,-0.0037,94.895,-33.4675425537878
-0.497,0.8678,1.48911394,157.5,-0.0037,94.91,-34.0943992590464
-0.497,0.8678,1.48911394,157.5,-0.0037,94.925,-34.7821810830089
-0.497,0.8678,1.48911394,157.5,-0.0037,94.94,-35.5338512622556
-0.497,0.8678,1.48911394,157.5,-0.0037,94.955,-36.3490388357758
-0.497,0.8678,1.48911394,157.5,-0.0037,94.97,-37.2200275338213
-0.497,0.8678,1.48911394,157.5,-0.0037,94.985,-38.1243316192358
-0.497,0.8678,1.48911394,157.5,-0.0037,95,-39.0125228415902
-0.497,0.8678,1.48911394,157.5,-0.0037,95.015,-39.7935155901426
-0.497,0.8678,1.48911394,157.5,-0.0037,95.03,-40.3317246042357
-0.497,0.8678,1.48911394,157.5,-0.0037,95.045,-40.485694456969
-0.497,0.8678,1.48911394,157.5,-0.0037,95.06,-40.1914714048168
-0.497,0.8678,1.48911394,157.5,-0.0037,95.075,-39.51235271502
-0.497,0.8678,1.48911394,157.5,-0.0037,95.09,-38.5895451934596
-0.497,0.8678,1.48911394,157.5,-0.0037,95.105,-37.5587060679093
-0.497,0.8678,1.48911394,157.5,-0.0037,95.12,-36.5110532089367
-0.497,0.8678,1.48911394,157.5,-0.0037,95.135,-35.4960848983775
-0.497,0.8678,1.48911394,157.5,-0.0037,95.15,-34.5362860381957
-0.497,0.8678,1.48911394,157.5,-0.0037,95.165,-33.6393238853112
-0.497,0.8678,1.48911394,157.5,-0.0037,95.18,-32.8054923741073
-0.497,0.8678,1.48911394,157.5,-0.0037,95.195,-32.0317356221603
-0.497,0.8678,1.48911394,157.5,-0.0037,95.21,-31.3136953267726
-0.497,0.8678,1.48911394,157.5,-0.0037,95.225,-30.6467089657719
-0.497,0.8678,1.48911394,157.5,-0.0037,95.24,-30.0262712569757
-0.497,0.8678,1.48911394,157.5,-0.0037,95.255,-29.448226748279
-0.497,0.8678,1.48911394,157.5,-0.0037,95.27,-28.9088305602317
-0.497,0.8678,1.48911394,157.5,-0.0037,95.285,-28.4047467535541
